收费门架编号,门架名称,门架类型,门架种类,省界入/出口标识,纬度,经度,使用状态,门架HEX字符串,反向门架HEX字符串
G032137004000310030,聊城南-田庄枢纽门架,路段收费门架,实体门架,,36.382408,115.867083,在用,3C5A02,3D5A11
G032137004000410040,田庄枢纽-莘县北门架,路段收费门架,实体门架,,36.28106,115.760669,在用,3C5A03,3D5A10
G032137004000510050,莘县北-莘县门架,路段收费门架,实体门架,,36.255706,115.749064,在用,3C5A04,3D5A0F
G032137004000610060,莘县-十八里铺立交门架,路段收费门架,实体门架,,36.178013,115.683462,在用,3C5A05,3D5A0E
G032137004000710070,十八里铺立交-莘县南门架,路段收费门架,实体门架,,36.0970801,115.6470397,在用,3C5A06,3D5A0D
G032137004000810080,莘县南-莘县古城门架,路段收费门架,实体门架,,35.947274,115.604862,在用,3C5A07,3D5A0C
G032137004000910090,莘县古城-德商鲁豫北界门架,省界收费门架,实体门架,省界出口,35.932887,115.607554,在用,3E5A08,3F5A0A
G032137004000910190,莘县古城-德商鲁豫北界门架,省界收费门架,实体门架,省界出口,35.926372,115.607694,在用,3E5A08,3F5A0A
G032137004001020100,德商鲁豫北界-莘县古城门架,省界收费门架,实体门架,省界入口,35.925823,115.607794,在用,3F5A0A,3E5A08
G032137004001020200,德商鲁豫北界-莘县古城门架,省界收费门架,实体门架,省界入口,35.918927,115.606688,在用,3F5A0A,3E5A08
G032137004001120110,莘县古城-莘县南门架,路段收费门架,实体门架,,35.946685,115.605132,在用,3D5A0C,3C5A07
G032137004001220120,莘县南-十八里铺立交门架,路段收费门架,实体门架,,36.09653826,115.6471923,在用,3D5A0D,3C5A06
G032137004001320130,十八里铺立交-莘县门架,路段收费门架,实体门架,,36.177456,115.683166,在用,3D5A0E,3C5A05
G032137004001420140,莘县-莘县北门架,路段收费门架,实体门架,,36.255089,115.748932,在用,3D5A0F,3C5A04
G032137004001520150,莘县北-田庄枢纽门架,路段收费门架,实体门架,,36.280501,115.760446,在用,3D5A10,3C5A03
G032137004001620160,田庄枢纽-聊城南门架,路段收费门架,实体门架,,36.381757,115.866602,在用,3D5A11,3C5A02
G032137004001720170,聊城南-德商济馆立交门架,路段收费门架,实体门架,,36.409019,115.875063,在用,3D5A12,3C5A01
G032137004001910010,聊城南-聊城南虚收费门架,路段收费门架,虚拟门架,,36.39360102,115.8793608,在用,3C5A15,3D5A14
G032137004001920010,聊城南虚-聊城南收费门架,路段收费门架,虚拟门架,,36.3932908,115.8794695,在用,3D5A14,3C5A15
G032137004002010010,莘县北-莘县北虚收费门架,路段收费门架,虚拟门架,,36.26858358,115.7512182,在用,3C5A17,3D5A16
G032137004002020010,莘县北虚-莘县北收费门架,路段收费门架,虚拟门架,,36.26866876,115.7509283,在用,3D5A16,3C5A17
G032137004002110010,莘县-莘县虚收费门架,路段收费门架,虚拟门架,,36.19217578,115.7042149,在用,3C5A19,3D5A18
G032137004002120010,莘县虚-莘县收费门架,路段收费门架,虚拟门架,,36.19201607,115.7043273,在用,3D5A18,3C5A19
G032137004002210010,莘县南-莘县南虚收费门架,路段收费门架,虚拟门架,,36.08527038,115.6501441,在用,3C5A1B,3D5A1A
G032137004002220010,莘县南虚-莘县南收费门架,路段收费门架,虚拟门架,,36.08525066,115.649892,在用,3D5A1A,3C5A1B
G032137004002310010,莘县古城-莘县古城虚收费门架,路段收费门架,虚拟门架,,35.93256078,115.6102842,在用,3C5A13,3D5A1C
G032137004002320010,莘县古城虚-莘县古城收费门架,路段收费门架,虚拟门架,,35.93255781,115.6100951,在用,3D5A1C,3C5A13
G032137006000120070,菏泽枢纽-菏泽北门架,路段收费门架,实体门架,,35.354764,115.643527,停用,3D5C11,3C5C19
G032137006000220060,菏泽北-鄄城南门架,路段收费门架,实体门架,,35.386232,115.636684,停用,3D5C12,3C5C13
G032137006000320090,鄄城南-鄄城门架,路段收费门架,实体门架,,35.466295,115.628649,在用,3D5C0F,3C5C14
G032137006000420100,鄄城-鄄城北门架,路段收费门架,实体门架,,35.566429,115.595669,在用,3D5C0E,3C5C15
G032137006000520110,鄄城北-德商鲁豫2门架,省界收费门架,实体门架,省界出口,35.681527,115.553052,在用,3F5C0D,3E5C16
G032137006000520120,鄄城北-德商鲁豫2门架,省界收费门架,实体门架,省界出口,35.685248,115.553353,在用,3F5C0D,3E5C16
G032137006000610010,德商鲁豫2-鄄城北门架,省界收费门架,实体门架,省界入口,35.688999,115.553953,在用,3E5C16,3F5C0D
G032137006000610020,德商鲁豫2-鄄城北门架,省界收费门架,实体门架,省界入口,35.685967,115.553302,在用,3E5C16,3F5C0D
G032137006000710030,鄄城北-鄄城门架,路段收费门架,实体门架,,35.659435,115.560517,在用,3C5C15,3D5C0E
G032137006000810040,鄄城-鄄城南门架,路段收费门架,实体门架,,35.473699,115.627121,在用,3C5C14,3D5C0F
G032137006000910050,鄄城南-菏泽北门架,路段收费门架,实体门架,,35.434078,115.628734,备用,3C5C13,3D5C12
G032137006001010080,菏泽北-菏泽枢纽门架,路段收费门架,实体门架,,35.361012,115.64169,在用,3C5C19,3D5C11
G032137006001110010,鄄城北-鄄城北虚收费门架,路段收费门架,虚拟门架,,35.67818325,115.5503778,在用,3C5C1B,3D5C1A
G032137006001120010,鄄城北虚-鄄城北收费门架,路段收费门架,虚拟门架,,35.67824603,115.5505353,在用,3D5C1A,3C5C1B
G032137006001210010,鄄城-鄄城虚收费门架,路段收费门架,虚拟门架,,35.5511018,115.5962637,在用,3C5C1D,3D5C1C
G032137006001220010,鄄城虚-鄄城收费门架,路段收费门架,虚拟门架,,35.5512643,115.596445,在用,3D5C1C,3C5C1D
G032137006001310010,鄄城南-鄄城南虚收费门架,路段收费门架,虚拟门架,,35.45096382,115.6338371,在用,3C5C1F,3D5C1E
G032137006001320010,鄄城南虚-鄄城南收费门架,路段收费门架,虚拟门架,,35.45073381,115.6339621,在用,3D5C1E,3C5C1F
G032137006001410010,菏泽北-菏泽北虚收费门架,路段收费门架,虚拟门架,,35.37719256,115.6374393,在用,3C5C21,3D5C20
G032137006001420010,菏泽北虚-菏泽北收费门架,路段收费门架,虚拟门架,,35.37705931,115.6370816,在用,3D5C20,3C5C21
G032137007000110010,孙家集立交-王律庄虚收费门架,路段收费门架,虚拟门架,,37.308294,116.395011,备用,3C9104,3D9103
G032137007000220020,王律庄虚-孙家集立交收费门架,路段收费门架,实体门架,,37.308126,116.394132,在用,3D9103,3C9104
G032137007000310030,王律庄虚-谢张庄立交收费门架,路段收费门架,虚拟门架,,37.326604,116.268488,备用,3C9102,3D9101
G032137007000420040,谢张庄立交-王律庄虚收费门架,路段收费门架,实体门架,,37.326688,116.268601,在用,3D9101,3C9102
G032137007000510050,王律庄-王律庄虚收费门架,路段收费门架,虚拟门架,,37.311918,116.379671,备用,3C9105,3D9106
G032137007000620060,王律庄虚-王律庄收费门架,路段收费门架,虚拟门架,,37.311918,116.379671,备用,3D9106,3C9105
G032137009000110010,王官屯枢纽-巨野西门架,路段收费门架,实体门架,,35.402215,116.011776,在用,3C7C06,3D7C12
G032137009000410020,巨野西-章缝门架,路段收费门架,实体门架,,35.25219496,116.0292939,在用,3C7C07,3D7C11
G032137009000510030,章缝-大田集门架,路段收费门架,实体门架,,35.21857781,116.0279771,在用,3C7C08,3D7C10
G032137009000610040,大田集-成武枢纽门架,路段收费门架,实体门架,,35.0433,116.005692,备用,3C7C01,3D7C0F
G032137009000710050,成武枢纽-成武东门架,路段收费门架,实体门架,,34.99350649,115.990851,在用,3C7C02,3D7C0E
G032137009000810060,成武东-单县北门架,路段收费门架,实体门架,,34.85994,116.025823,在用,3C7C03,3D7C0D
G032137009000910070,单县北-单县南门架,路段收费门架,实体门架,,34.825221,116.028478,在用,3C7C04,3D7C0C
G032137009001010080,单县南-龙王庙门架,路段收费门架,实体门架,,34.72440499,116.0657121,在用,3C7C05,3D7C0B
G032137009001110090,龙王庙-巨单鲁皖门架,省界收费门架,实体门架,省界出口,34.66984181,116.2245216,在用,3E7C09,3F7C0A
G032137009001110100,龙王庙-巨单鲁皖门架,省界收费门架,实体门架,省界出口,34.66870503,116.2297371,在用,3E7C09,3F7C0A
G032137009001220110,巨单鲁皖-龙王庙门架,省界收费门架,实体门架,省界入口,34.66696031,116.2362098,在用,3F7C0A,3E7C09
G032137009001220120,巨单鲁皖龙王庙门架,省界收费门架,实体门架,省界入口,34.66852568,116.2306519,在用,3F7C0A,3E7C09
G032137009001320130,龙王庙-单县南门架,路段收费门架,实体门架,,34.72386709,116.0662936,在用,3D7C0B,3C7C05
G032137009001420140,单县南-单县北门架,路段收费门架,实体门架,,34.82446205,116.0285251,在用,3D7C0C,3C7C04
G032137009001520150,单县北-成武东门架,路段收费门架,实体门架,,34.85948939,116.026233,在用,3D7C0D,3C7C03
G032137009001620160,成武东-成武枢纽门架,路段收费门架,实体门架,,34.993007,115.9908844,在用,3D7C0E,3C7C02
G032137009001720170,成武枢纽-大田集门架,路段收费门架,实体门架,,35.042749,116.005614,备用,3D7C0F,3C7C01
G032137009001820180,大田集-章缝门架,路段收费门架,实体门架,,35.21798135,116.0279824,在用,3D7C10,3C7C08
G032137009001920190,章缝-巨野西门架,路段收费门架,实体门架,,35.25161934,116.0293686,在用,3D7C11,3C7C07
G032137009002220200,巨野西-王官屯枢纽门架,路段收费门架,实体门架,,35.401774,116.012005,在用,3D7C12,3C7C06
G032137009002310010,巨野西-巨野西虚收费门架,路段收费门架,虚拟门架,,35.38573197,116.0164057,在用,3C7C14,3D7C13
G032137009002320010,巨野西虚-巨野西收费门架,路段收费门架,虚拟门架,,35.38568739,116.0164387,在用,3D7C13,3C7C14
G032137009002410010,章缝-章缝虚收费门架,路段收费门架,虚拟门架,,35.24095678,116.0320301,在用,3C7C16,3D7C15
G032137009002420010,章缝虚-章缝收费门架,路段收费门架,虚拟门架,,35.24097102,116.0321049,在用,3D7C15,3C7C16
G032137009002510010,大田集-大田集虚收费门架,路段收费门架,虚拟门架,,35.07221778,116.0099122,在用,3C7C18,3D7C17
G032137009002520010,大田集虚-大田集收费门架,路段收费门架,虚拟门架,,35.07222134,116.0100124,在用,3D7C17,3C7C18
G151137003002020200,曲阜南-息陬枢纽门架,路段收费门架,实体门架,,35.538023,117.011142,在用,3D0807,3C0804
G151137003002120210,息陬枢纽-曲阜东门架,路段收费门架,实体门架,,35.540959,117.077052,在用,3D0808,3C0803
G151137003002220220,曲阜东-泗水门架,路段收费门架,实体门架,,35.54903804,117.2193806,在用,3D0809,3C0802
G151137003002320230,泗水-泉林门架,路段收费门架,实体门架,,35.50167859,117.3723472,在用,3D080A,3C0801
G151137003002510010,泉林-泉林虚收费门架,路段收费门架,虚拟门架,,35.49313653,117.3947104,在用,3C1E17,3D1E16
G151137003002520010,泉林虚-泉林收费门架,路段收费门架,虚拟门架,,35.49320442,117.3947631,在用,3D1E16,3C1E17
G151137003002610010,泗水-泗水虚收费门架,路段收费门架,虚拟门架,,35.55270353,117.2430151,在用,3C1F0E,3D1F0D
G151137003002620010,泗水虚-泗水收费门架,路段收费门架,虚拟门架,,35.55263744,117.2431211,在用,3D1F0D,3C1F0E
G151137003002710010,曲阜南-曲阜南虚收费门架,路段收费门架,虚拟门架,,35.53381765,116.9843351,在用,3C1F10,3D1F0F
G151137003002720010,曲阜南虚-曲阜南收费门架,路段收费门架,虚拟门架,,35.53399403,116.9843398,在用,3D1F0F,3C1F10
G151137003002810010,兖州-兖州虚收费门架,路段收费门架,虚拟门架,,35.51450591,116.7982381,在用,3C1F17,3D1F11
G151137003002820010,兖州虚-兖州收费门架,路段收费门架,虚拟门架,,35.51474836,116.7981346,在用,3D1F11,3C1F17
G151137003002910010,济宁-济宁虚收费门架,路段收费门架,虚拟门架,,35.52667004,116.6617434,在用,3C1F13,3D1F12
G151137003002920010,济宁虚-济宁收费门架,路段收费门架,虚拟门架,,35.52665868,116.6614005,在用,3D1F12,3C1F13
G151137003003010010,济宁北-济宁北虚收费门架,路段收费门架,虚拟门架,,35.53261291,116.5302831,在用,3C1F15,3D1F14
G151137003003020010,济宁北虚-济宁北收费门架,路段收费门架,虚拟门架,,35.53248827,116.5302915,在用,3D1F14,3C1F15
G151137003003110010,济宁西-济宁西虚收费门架,路段收费门架,虚拟门架,,35.50401903,116.4356591,在用,3C1F18,3D1F16
G151137003003120010,济宁西虚-济宁西收费门架,路段收费门架,虚拟门架,,35.50411781,116.4354916,在用,3D1F16,3C1F18
G151137003003210010,嘉祥-嘉祥虚收费门架,路段收费门架,虚拟门架,,35.48013266,116.3543432,在用,3C1F1A,3D1F19
G151137003003220010,嘉祥虚-嘉祥收费门架,路段收费门架,虚拟门架,,35.4800024,116.354234,在用,3D1F19,3C1F1A
G151137003003310010,曲阜东-曲阜东虚收费门架,路段收费门架,虚拟门架,,35.54567684,117.0883252,在用,3C1F1C,3D1F1B
G151137003003320010,曲阜东虚-曲阜东收费门架,路段收费门架,虚拟门架,,35.54564472,117.0883773,在用,3D1F1B,3C1F1C
G151137004000110010,曹州枢纽-菏泽新区门架,路段收费门架,实体门架,,35.245195,115.601951,在用,3C0C01,3D0C0E
G151137004000210020,菏泽新区-菏泽南门架,路段收费门架,实体门架,,35.209888,115.582842,在用,3C0C02,3D0C0D
G151137004000310030,菏泽南-牡丹门架,路段收费门架,实体门架,,35.143901,115.500083,在用,3C0C03,3D0C0C
G151137004000410040,牡丹-菏泽南枢纽门架,路段收费门架,实体门架,,35.127807,115.401456,在用,3C0C04,3D0C0F
G151137004000510060,曹县西-日兰鲁豫门架,省界收费门架,实体门架,省界出口,35.013605,115.13493,在用,3E0C06,3F0C09
G151137004000510070,曹县西-日兰鲁豫门架,省界收费门架,实体门架,省界出口,35.011306,115.130196,在用,3E0C06,3F0C09
G151137004000620080,日兰鲁豫-曹县西门架,省界收费门架,实体门架,省界入口,35.005738,115.120119,在用,3F0C09,3E0C06
G151137004000620090,日兰鲁豫-曹县西门架,省界收费门架,实体门架,省界入口,35.010833,115.129514,在用,3F0C09,3E0C06
G151137004000720100,曹县西-菏泽南枢纽门架,路段收费门架,实体门架,,35.05998237,115.2667337,在用,3D0C0A,3C0C10
G151137004000820120,牡丹-菏泽南门架,路段收费门架,实体门架,,35.134719,115.473038,在用,3D0C0C,3C0C03
G151137004000920130,菏泽南-菏泽新区门架,路段收费门架,实体门架,,35.196717,115.57029,在用,3D0C0D,3C0C02
G151137004001020140,菏泽新区-曹州枢纽门架,路段收费门架,实体门架,,35.242022,115.601228,在用,3D0C0E,3C0C01
G151137004001110050,菏泽南枢纽-曹县西门架,路段收费门架,实体门架,,35.06233336,115.2704239,在用,3C0C10,3D0C0A
G151137004001220110,菏泽南枢纽-牡丹门架,路段收费门架,实体门架,,35.12432288,115.3875709,在用,3D0C0F,3C0C04
G151137004001310010,曹县西-曹县西虚收费门架,路段收费门架,虚拟门架,,35.04844151,115.2383478,在用,3C0C17,3D0C11
G151137004001320010,曹县西虚-曹县西收费门架,路段收费门架,虚拟门架,,35.04833034,115.2382022,在用,3D0C11,3C0C17
G151137004001410010,牡丹-牡丹虚收费门架,路段收费门架,虚拟门架,,35.13194238,115.4216001,在用,3C0C12,3D0C18
G151137004001420010,牡丹虚-牡丹收费门架,路段收费门架,虚拟门架,,35.13184119,115.4216333,在用,3D0C18,3C0C12
G151137004001510010,菏泽南-菏泽南虚收费门架,路段收费门架,虚拟门架,,35.1516926,115.5074174,在用,3C0C14,3D0C13
G151137001001220120,莒县东-龙山门架,路段收费门架,实体门架,,35.489898,118.997026,在用,3D1D0A,3C1D05
G151137001001320130,龙山-西湖门架,路段收费门架,实体门架,,35.488709,119.220579,在用,3D1D0B,3C1D04
G151137001001420140,西湖-陈疃枢纽门架,路段收费门架,实体门架,,35.494011,119.243892,在用,3D1D0C,3C1D03
G151137001001520150,陈疃枢纽-圈村枢纽门架,路段收费门架,实体门架,,35.420119,119.38929,在用,3D1D0D,3C1D02
G151137001001620160,圈村枢纽-日照门架,路段收费门架,实体门架,,35.411736,119.422402,在用,3D1D0E,3C1D01
G151137001001710010,日照-日照虚收费门架,路段收费门架,虚拟门架,,35.4117084,119.4266693,在用,3C1D12,3D1D11
G151137001001720010,日照虚-日照收费门架,路段收费门架,虚拟门架,,35.4114238,119.4266832,在用,3D1D11,3C1D12
G151137001001810010,西湖-西湖虚收费门架,路段收费门架,虚拟门架,,35.49214091,119.229242,在用,3C1D14,3D1D13
G151137001001820010,西湖虚-西湖收费门架,路段收费门架,虚拟门架,,35.4922678,119.2292246,在用,3D1D13,3C1D14
G151137001001910010,莒县东-莒县东虚收费门架,路段收费门架,虚拟门架,,35.45678453,118.8311949,在用,3C1D16,3D1D15
G151137001001920010,莒县东虚-莒县东收费门架,路段收费门架,虚拟门架,,35.45692338,118.8311966,在用,3D1D15,3C1D16
G151137001002010010,莒县-莒县虚收费门架,路段收费门架,虚拟门架,,35.43992853,118.7201421,在用,3C1D18,3D1D17
G151137001002020010,莒县虚-莒县收费门架,路段收费门架,虚拟门架,,35.44015353,118.7201542,在用,3D1D17,3C1D18
G151137001002110010,龙山-龙山虚收费门架,路段收费门架,虚拟门架,,35.49421678,119.0188711,在用,3C1D1A,3D1D19
G151137001002120010,龙山虚-龙山收费门架,路段收费门架,虚拟门架,,35.49418292,119.0191561,在用,3D1D19,3C1D1A
G151137002000110010,长深日东枢纽-沂南门架,路段收费门架,实体门架,,35.40028064,118.5248453,在用,3C1E01,3D1E0E
G151137002000210020,沂南-高里门架,路段收费门架,实体门架,,35.39420984,118.4927035,在用,3C1E02,3D1E0D
G151137002000310030,高里-竹园枢纽门架,路段收费门架,实体门架,,35.38016,118.382549,在用,3C1E03,3D1E0C
G151137002000410040,竹园枢纽-费县门架,路段收费门架,实体门架,,35.37473848,117.9806755,在用,3C1E04,3D1E0B
G151137002000610060,平邑东-平邑门架,路段收费门架,实体门架,,35.43857,117.743317,备用,3C1E06,3D1E09
G151137002000920090,平邑-平邑东门架,路段收费门架,实体门架,,35.438751,117.74241,备用,3D1E09,3C1E06
G151137002001120110,费县-竹园枢纽门架,路段收费门架,实体门架,,35.37470408,117.9797203,在用,3D1E0B,3C1E04
G151137002001220120,竹园枢纽-高里门架,路段收费门架,实体门架,,35.379663,118.381707,在用,3D1E0C,3C1E03
G151137002001320130,高里-沂南门架,路段收费门架,实体门架,,35.39397013,118.4916109,在用,3D1E0D,3C1E02
G151137002001420140,沂南-长深日东枢纽门架,路段收费门架,实体门架,,35.40016719,118.5237841,在用,3D1E0E,3C1E01
G151137002001510070,平邑-泉林门架,路段收费门架,实体门架,,35.45333693,117.6139582,在用,3C1E10,3D1E0F
G151137002001620080,泉林-平邑门架,路段收费门架,实体门架,,35.45321804,117.6138986,在用,3D1E0F,3C1E10
G151137002001710010,沂南-沂南虚收费门架,路段收费门架,虚拟门架,,35.39863166,118.5033452,在用,3C1E19,3D1E18
G151137002001720010,沂南虚-沂南收费门架,路段收费门架,虚拟门架,,35.39877198,118.5033077,在用,3D1E18,3C1E19
G151137002001810010,费县-费县虚收费门架,路段收费门架,虚拟门架,,35.37306678,117.9491261,在用,3C1E1B,3D1E1A
G151137002001820010,费县虚-费县收费门架,路段收费门架,虚拟门架,,35.3731859,117.9491499,在用,3D1E1A,3C1E1B
G151137002001910010,平邑东-平邑东虚收费门架,路段收费门架,虚拟门架,,35.4363044,117.7613453,在用,3C1E11,3D1E1C
G151137002001920010,平邑东虚-平邑东收费门架,路段收费门架,虚拟门架,,35.43621405,117.7614772,在用,3D1E1C,3C1E11
G151137002002010010,平邑-平邑虚收费门架,路段收费门架,虚拟门架,,35.4516104,117.644257,在用,3C1E13,3D1E12
G151137002002020010,平邑虚-平邑收费门架,路段收费门架,虚拟门架,,35.45145552,117.6443016,在用,3D1E12,3C1E13
G151137002002110010,高里-高里虚收费门架,路段收费门架,虚拟门架,,35.38833528,118.3973468,在用,3C1E15,3D1E14
G151137002002120010,高里虚-高里收费门架,路段收费门架,虚拟门架,,35.38843648,118.3976216,在用,3D1E14,3C1E15
G151137002002210010,费县虚-平邑枢纽收费门架,路段收费门架,实体门架,,35.380302,117.925148,在用,3C1E1D,3D1E1E
G151137002002220020,平邑枢纽-费县虚收费门架,路段收费门架,实体门架,,35.380413,117.924411,在用,3D1E1E,3C1E1D
G151137002002310010,平邑枢纽-平邑东虚收费门架,路段收费门架,实体门架,,35.431161,117.767343,备用,3C1E1F,3D1E20
G151137002002320020,平邑东虚-平邑枢纽收费门架,路段收费门架,实体门架,,35.430982,117.766853,备用,3D1E20,3C1E1F
G151137003000210020,泉林-泗水门架,路段收费门架,实体门架,,35.50128816,117.3733214,在用,3C0801,3D080A
G151137003000310030,泗水-曲阜东门架,路段收费门架,实体门架,,35.54916141,117.2201172,在用,3C0802,3D0809
G151137003000410040,曲阜东-息陬枢纽门架,路段收费门架,实体门架,,35.541169,117.077884,在用,3C0803,3D0808
G151137003000510050,息陬枢纽-曲阜南门架,路段收费门架,实体门架,,35.538255,117.011769,在用,3C0804,3D0807
G151137003000610060,曲阜南-兖州门架,路段收费门架,实体门架,,35.531647,116.965702,在用,3C0805,3D0806
G151137003000710070,兖州-济宁门架,路段收费门架,实体门架,,35.516651,116.781775,在用,3C1F01,3D1F0C
G151137003000810080,济宁-济宁北门架,路段收费门架,实体门架,,35.53197,116.640598,在用,3C1F02,3D1F0B
G151137003000910090,济宁北-东济日兰立交门架,路段收费门架,实体门架,,35.529881,116.500499,在用,3C1F03,3D1F0A
G151137003001010100,东济日兰立交-济宁西门架,路段收费门架,实体门架,,35.520088,116.452713,备用,3C1F04,3D1F09
G151137003001110110,济宁西-嘉祥门架,路段收费门架,实体门架,,35.48538223,116.3716318,在用,3C1F05,3D1F08
G151137003001210120,嘉祥-王官屯枢纽门架,路段收费门架,实体门架,,35.483144,116.330317,在用,3C1F06,3D1F07
G151137003001320130,王官屯枢纽-嘉祥门架,路段收费门架,实体门架,,35.483003,116.329875,在用,3D1F07,3C1F06
G151137003001420140,嘉祥-济宁西门架,路段收费门架,实体门架,,35.48511954,116.3708487,在用,3D1F08,3C1F05
G151137003001520150,济宁西-东济日兰立交门架,路段收费门架,实体门架,,35.519664,116.452239,备用,3D1F09,3C1F04
G151137003001620160,东济日兰立交-济宁北门架,路段收费门架,实体门架,,35.529537,116.499429,在用,3D1F0A,3C1F03
G151137003001720170,济宁北-济宁门架,路段收费门架,实体门架,,35.531928,116.639752,在用,3D1F0B,3C1F02
G151137003001820180,济宁-兖州门架,路段收费门架,实体门架,,35.516554,116.781119,在用,3D1F0C,3C1F01
G151137003001920190,兖州-曲阜南门架,路段收费门架,实体门架,,35.5314957,116.9647609,在用,3D0806,3C0805
G181537001003120010,昌乐南虚-昌乐南收费门架,路段收费门架,虚拟门架,,36.48723722,119.1094848,在用,3D6735,3C6736
G181537001003210010,安丘南-安丘南虚收费门架,路段收费门架,虚拟门架,,36.36200438,119.1701532,在用,3C6738,3D6737
G181537001003220010,安丘南虚-安丘南收费门架,路段收费门架,虚拟门架,,36.36198969,119.1703493,在用,3D6737,3C6738
G181537001003310010,安丘官庄-安丘官庄虚收费门架,路段收费门架,虚拟门架,,36.2640612,119.1864069,在用,3C6727,3D6726
G181537001003320010,安丘官庄虚-安丘官庄收费门架,路段收费门架,虚拟门架,,36.26406637,119.1863312,在用,3D6726,3C6727
G181537001003410010,诸城石桥子-诸城石桥子虚收费门架,路段收费门架,虚拟门架,,36.15595919,119.2373931,在用,3C6729,3D6728
G181537001003420010,诸城石桥子虚-诸城石桥子收费门架,路段收费门架,虚拟门架,,36.15596183,119.2373574,在用,3D6728,3C6729
G181537001003510010,诸城龙都-诸城龙都虚收费门架,路段收费门架,虚拟门架,,35.92682876,119.2766381,在用,3C672B,3D672A
G181537001003520010,诸城龙都虚-诸城龙都收费门架,路段收费门架,虚拟门架,,35.92683803,119.2767035,在用,3D672A,3C672B
G181537001003610010,五莲北-五莲北虚收费门架,路段收费门架,虚拟门架,,35.80803789,119.2756113,在用,3C672D,3D672C
G181537001003620010,五莲北虚-五莲北收费门架,路段收费门架,虚拟门架,,35.80811462,119.2756236,在用,3D672C,3C672D
G181537001003710010,五莲-五莲虚收费门架,路段收费门架,虚拟门架,,35.74350678,119.2874498,在用,3C672F,3D672E
G181537001003720010,五莲虚-五莲收费门架,路段收费门架,虚拟门架,,35.74352012,119.2872787,在用,3D672E,3C672F
G151137004001520010,菏泽南虚-菏泽南收费门架,路段收费门架,虚拟门架,,35.1516671,115.5076729,在用,3D0C13,3C0C14
G151137004001610010,菏泽新区-菏泽新区虚收费门架,路段收费门架,虚拟门架,,35.2232966,115.5884223,在用,3C0C16,3D0C15
G151137004001620010,菏泽新区虚-菏泽新区收费门架,路段收费门架,虚拟门架,,35.2233807,115.5883227,在用,3D0C15,3C0C16
G181337001000110010,乳山东-乳山门架,路段收费门架,实体门架,,36.89418223,121.5622479,在用,3C4305,3D4306
G181337001000210020,乳山-乳山西门架,路段收费门架,实体门架,,36.86574833,121.4911094,在用,3C4301,3D4303
G181337001000310030,乳山西-留格庄门架,路段收费门架,实体门架,,36.83596713,121.4199304,在用,3C4302,3D4210
G181337001000420040,留格庄-乳山西门架,路段收费门架,实体门架,,36.83528563,121.4196486,在用,3D4210,3C4302
G181337001000520050,乳山西-乳山门架,路段收费门架,实体门架,,36.86526757,121.4901521,在用,3D4303,3C4301
G181337001000620060,乳山-乳山东门架,路段收费门架,实体门架,,36.89346647,121.5616846,在用,3D4306,3C4305
G181337001000710010,乳山西-乳山西虚收费门架,路段收费门架,虚拟门架,,36.84792516,121.425831,在用,3C430A,3D4309
G181337001000720010,乳山西虚-乳山西收费门架,路段收费门架,虚拟门架,,36.84814783,121.4258789,在用,3D4309,3C430A
G181337001000810010,乳山-乳山虚收费门架,路段收费门架,虚拟门架,,36.87915989,121.5451088,在用,3C430C,3D430B
G181337001000820010,乳山虚-乳山收费门架,路段收费门架,虚拟门架,,36.88111179,121.5407499,在用,3D430B,3C430C
G181337002000210020,留格庄-烟海威青枢纽门架,路段收费门架,实体门架,,36.77527743,121.3129604,在用,3C4201,3D420F
G181337002000310030,烟海威青枢纽-海阳门架,路段收费门架,实体门架,,36.7663175,121.2276921,在用,3C4202,3D420E
G181337002000410040,海阳-海阳西门架,路段收费门架,实体门架,,36.733993,121.137895,在用,3C4203,3D420D
G181337002000510050,海阳西-辛安门架,路段收费门架,实体门架,,36.678228,121.014487,在用,3C4204,3D420C
G181337002000610060,辛安-行村门架,路段收费门架,实体门架,,36.668217,120.934807,在用,3C4205,3D420B
G181337002000710070,行村-羊郡门架,路段收费门架,实体门架,,36.66409596,120.8473167,在用,3C4206,3D420A
G181337002000810080,羊郡-穴坊门架,路段收费门架,实体门架,,36.6469584,120.8068972,在用,3C4207,3D4209
G181337002000910090,穴坊-店集门架,路段收费门架,实体门架,,36.617931,120.722199,在用,3C4208,3D410E
G181337002001020100,店集-穴坊门架,路段收费门架,实体门架,,36.617647,120.721795,在用,3D410E,3C4208
G181337002001120110,穴坊-羊郡门架,路段收费门架,实体门架,,36.64661464,120.8060999,在用,3D4209,3C4207
G181337002001220120,羊郡-行村门架,路段收费门架,实体门架,,36.66369664,120.8466558,在用,3D420A,3C4206
G181337002001320130,行村-辛安门架,路段收费门架,实体门架,,36.668178,120.934016,在用,3D420B,3C4205
G181337002001420140,辛安-海阳西门架,路段收费门架,实体门架,,36.677732,121.013439,在用,3D420C,3C4204
G181337002001520150,海阳西-海阳门架,路段收费门架,实体门架,,36.73367,121.137391,在用,3D420D,3C4203
G181337002001620160,海阳-烟海威青枢纽门架,路段收费门架,实体门架,,36.76601,121.2270968,在用,3D420E,3C4202
G181337002001720170,烟海威青枢纽-留格庄门架,路段收费门架,实体门架,,36.77499126,121.311747,在用,3D420F,3C4201
